  Time  Coordinate0  Coordinate1  Displacement0  Displacement1  Force0  Force1
 2.22000000e+00   0.00000000e+00   1.00000000e+00   1.73962226e-01   1.80261195e-04   1.07682041e+00   1.60629384e+00
 2.23000000e+00   0.00000000e+00   1.00000000e+00   1.74697746e-01   1.68578284e-04   1.07141899e+00   1.60901740e+00
 2.24000000e+00   0.00000000e+00   1.00000000e+00   1.75554146e-01   1.18954090e-04   1.06646093e+00   1.61033902e+00
 2.25000000e+00   0.00000000e+00   1.00000000e+00   1.76601362e-01   4.80021709e-05   1.06454140e+00   1.61053867e+00
 2.26000000e+00   0.00000000e+00   1.00000000e+00   1.77811957e-01  -2.05563909e-05   1.06712280e+00   1.61015826e+00
 2.27000000e+00   0.00000000e+00   1.00000000e+00   1.79074938e-01  -6.43033937e-05   1.07392075e+00   1.60987017e+00
 2.28000000e+00   0.00000000e+00   1.00000000e+00   1.80250659e-01  -6.92634753e-05   1.08311823e+00   1.61030946e+00
 2.29000000e+00   0.00000000e+00   1.00000000e+00   1.81239656e-01  -3.38581302e-05   1.09229139e+00   1.61188103e+00
 2.30000000e+00   0.00000000e+00   1.00000000e+00   1.82022033e-01   3.05213311e-05   1.09966868e+00   1.61460932e+00
 2.31000000e+00   0.00000000e+00   1.00000000e+00   1.82642075e-01   1.02638207e-04   1.10485746e+00   1.61814920e+00
 2.32000000e+00   0.00000000e+00   1.00000000e+00   1.83159077e-01   1.58308968e-04   1.10853195e+00   1.62184951e+00
 2.33000000e+00   0.00000000e+00   1.00000000e+00   1.83612519e-01   1.78968984e-04   1.11149680e+00   1.62493606e+00
 2.34000000e+00   0.00000000e+00   1.00000000e+00   1.84024781e-01   1.58072581e-04   1.11423326e+00   1.62680498e+00
 2.35000000e+00   0.00000000e+00   1.00000000e+00   1.84416729e-01   1.02759551e-04   1.11721792e+00   1.62729714e+00
 2.36000000e+00   0.00000000e+00   1.00000000e+00   1.84799027e-01   3.10785913e-05   1.12134767e+00   1.62681965e+00
 2.37000000e+00   0.00000000e+00   1.00000000e+00   1.85138150e-01  -3.36267332e-05   1.12766726e+00   1.62622157e+00
 2.38000000e+00   0.00000000e+00   1.00000000e+00   1.85334360e-01  -6.99313142e-05   1.13635307e+00   1.62642130e+00
 2.39000000e+00   0.00000000e+00   1.00000000e+00   1.85243948e-01  -6.55933171e-05   1.14596340e+00   1.62805640e+00
 2.40000000e+00   0.00000000e+00   1.00000000e+00   1.84738556e-01  -2.21122295e-05   1.15378106e+00   1.63130744e+00
 2.41000000e+00   0.00000000e+00   1.00000000e+00   1.83764278e-01   4.58544984e-05   1.15709726e+00   1.63589139e+00
 2.42000000e+00   0.00000000e+00   1.00000000e+00   1.82366155e-01   1.15889402e-04   1.15462195e+00   1.64120870e+00
 2.43000000e+00   0.00000000e+00   1.00000000e+00   1.80666762e-01   1.65292926e-04   1.14704555e+00   1.64657782e+00
 2.44000000e+00   0.00000000e+00   1.00000000e+00   1.78810855e-01   1.78062159e-04   1.13648741e+00   1.65134656e+00
 2.45000000e+00   0.00000000e+00   1.00000000e+00   1.76904961e-01   1.49933903e-04   1.12535959e+00   1.65502595e+00
 2.46000000e+00   0.00000000e+00   1.00000000e+00   1.74985663e-01   9.01907379e-05   1.11534469e+00   1.65748766e+00
 2.47000000e+00   0.00000000e+00   1.00000000e+00   1.73032572e-01   1.89195135e-05   1.10694508e+00   1.65902314e+00
 2.48000000e+00   0.00000000e+00   1.00000000e+00   1.71007148e-01  -3.99298707e-05   1.09983759e+00   1.66029855e+00
 2.49000000e+00   0.00000000e+00   1.00000000e+00   1.68879339e-01  -6.68657232e-05   1.09353336e+00   1.66212831e+00
 2.50000000e+00   0.00000000e+00   1.00000000e+00   1.66624874e-01  -5.31019100e-05   1.08759929e+00   1.66510881e+00
 2.51000000e+00   0.00000000e+00   1.00000000e+00   1.64215127e-01  -2.99604025e-06   1.08149429e+00   1.66946371e+00
 2.52000000e+00   0.00000000e+00   1.00000000e+00   1.61630984e-01   6.73503666e-05   1.07422536e+00   1.67486572e+00
 2.53000000e+00   0.00000000e+00   1.00000000e+00   1.58899023e-01   1.34976264e-04   1.06473794e+00   1.68050440e+00
 2.54000000e+00   0.00000000e+00   1.00000000e+00   1.56113099e-01   1.77570922e-04   1.05292783e+00   1.68549668e+00
 2.55000000e+00   0.00000000e+00   1.00000000e+00   1.53409979e-01   1.81228476e-04   1.03996373e+00   1.68896761e+00
 2.56000000e+00   0.00000000e+00   1.00000000e+00   1.50907834e-01   1.45191746e-04   1.02825527e+00   1.69075325e+00
 2.57000000e+00   0.00000000e+00   1.00000000e+00   1.48647806e-01   8.17397738e-05   1.01993540e+00   1.69104458e+00
 2.58000000e+00   0.00000000e+00   1.00000000e+00   1.46574450e-01   1.18521928e-05   1.01594039e+00   1.69043029e+00
 2.59000000e+00   0.00000000e+00   1.00000000e+00   1.44562601e-01  -4.14649479e-05   1.01564596e+00   1.68973286e+00
 2.60000000e+00   0.00000000e+00   1.00000000e+00   1.42472218e-01  -6.04220004e-05   1.01725528e+00   1.68978082e+00
 2.61000000e+00   0.00000000e+00   1.00000000e+00   1.40201325e-01  -3.84422002e-05   1.01864781e+00   1.69114173e+00
 2.62000000e+00   0.00000000e+00   1.00000000e+00   1.37710914e-01   1.73166027e-05   1.01828396e+00   1.69399004e+00
 2.63000000e+00   0.00000000e+00   1.00000000e+00   1.35013995e-01   8.83782147e-05   1.01554161e+00   1.69800892e+00
 2.64000000e+00   0.00000000e+00   1.00000000e+00   1.32146284e-01   1.51422786e-04   1.01046385e+00   1.70253273e+00
 2.65000000e+00   0.00000000e+00   1.00000000e+00   1.29147164e-01   1.86045339e-04   1.00337870e+00   1.70655022e+00
 2.66000000e+00   0.00000000e+00   1.00000000e+00   1.26061580e-01   1.81146700e-04   9.94725912e-01   1.70945789e+00
 2.67000000e+00   0.00000000e+00   1.00000000e+00   1.22943657e-01   1.38440991e-04   9.85193574e-01   1.71093990e+00
